"","studyno","version","id_cocas","caseno","intno","year","weight","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v48","v49","v50","v51","v49_filt","v50_filt","v51_filt","v52","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","f69","v69","v70","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","o2","f86","v86","v87","v88","v89","v90","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103","v104","v105","v106","v107","v108","v109","v110","v111","v112","v113","v114","v115","v116","v117","v118","v119","v120","v121","o7","v122","v123","v124","v125","v126","o9","v127","v128","v129","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v159","v160","v161","v162","v163","v164","v165","v166","v167","v168","v169","v170","v171","v172","v173","f174","v174","v177","o17","v178","v179","v180","v181","v182","v183","v184","v185","v186","v187","v188","v189","o18","o20","v190","v191","v191_4","v192","v193","v194","v195","v196","v197","v198","v199","v200","v201","v202","v203","v204","v205","v206","v207","v208","v209","o26","v210","v211","v212","o28","o29","o30","v213","v214","v215","v216","v217","v218","v219","v220","v221","v222","v223","v224","v225","v226","v227","v228","v229","v230","v231","v232","v233","v234","v235","v236","v237","v238","v239","v240","v241","v242","o33","o37","o38","v243","v244","v245","v246","v247","v248","v249","v250","o39","o40","o41","v251","v252","v253","v254","v255","v256","v257","v258","v259","v260","v261","v262","v263","v264","v265","v266","v267","v268","v269","v270","v271","v272","v273","v274","v275","v276","v277","v278","v279","v280","v281","v282","v283","v284","v285","v286","v287","v288","v289","v290","v291","v292","age","age_r","age_r2","v293","v294","v295","v296","v297","v298","v299","v300","v301","v302","v303","v303_r","v304","v304_be","v304_r","v305","v306","v307","v308","v308_r","v309","v309_r","v310","v310_r","v310_r2","v311","v311_2","v311_3","v312","v314","v315","v316","v317","v317_2","v317_3","v318","v320","v320_r","o49","v322","v323","o50","o51","o52","o52_r","o53","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c32","c33","language","v324","v325"
"11",3784,"3.1.0 (2012-12-28)",199905600011,1011,12171,1999,2.00941292677315,4,1,1,1,2,1,1,3,3,3,2,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,NA,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,2,8,7,0,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,2,NA,NA,4,3,4,2,5,2,1,1,1,1,3,1,1,2,NA,2,2,1,1,1,1,1,1,0,1,1,NA,NA,NA,1,1,0,3,2,7,1,1,5,2,1,8,4,2,2,4,1,1,2,1,3,1,1,1,2,1,1,2,1,1,1,1,1,2,2,4,2,4,1,2,2,2,1,2,2,2,1,1,0,1,0,0,1,1,0,1,0,0,0,1,2,0,2,2,3,3,3,1,6,3,2,5,7,3,4,1,3,1,3,3,1,1,1,1,3,2,2,2,1,4,4,4,4,4,2,3,4,3,2,4,2,1,3,3,4,6,4,3,4,3,2,3,1,2,2,1,3,1,1,3,1,1,1,1,6,1,7,1,2,5,1,1,1,1,1,5,3,1,2,2,2,2,2,2,2,2,2,1,2,5,1,2,5605,NA,3,NA,3,2,2,1,1,2,2,3,4,3,5,5,1,3,4,2,1,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1921,78,6,3,1,2,1,2,2,5,1,0,0,0,16,5,3,3,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1200,12,120,2,NA,1,NA,NA,NA,NA,NA,5601,1,2,7,56001,11031999,1,20,80,1,NA,5,NA,NA,NA,1,4,5,6,2,6,6,2,3,3,1,3,3,4,4,4,3,4,4,2,1,1.4790020241918,5601,199903,199906
"12",3784,"3.1.0 (2012-12-28)",199905600012,1012,12171,1999,1.58376848147609,2,1,1,2,3,1,3,3,3,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,1,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,8,0,5,3,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,7,6,3,4,4,2,2,2,1,3,2,2,3,1,1,2,NA,1,3,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,8,1,8,1,1,1,1,1,8,4,1,3,1,1,3,3,1,2,3,3,1,NA,2,3,3,1,3,2,2,2,NA,1,5,5,2,2,4,1,2,1,1,2,2,1,1,0,0,1,1,1,0,0,1,0,0,0,0,4,0,1,3,1,3,3,3,5,4,8,6,7,7,9,4,1,2,1,3,3,1,3,3,3,1,2,3,3,3,NA,3,2,4,3,2,3,3,3,3,1,1,2,3,4,5,3,2,4,1,1,3,2,4,2,1,2,1,1,3,3,1,6,1,4,2,6,3,1,7,7,2,2,2,1,1,2,2,2,3,2,2,2,2,3,2,3,1,3,5,1,2,5606,NA,3,NA,2,1,1,1,2,4,1,4,4,4,4,5,4,3,4,2,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1967,32,2,2,1,2,1,5,NA,0,2,0,0,0,27,10,8,12,3,2,1,1,10,3,15,3,NA,NA,NA,2400,24,240,3,NA,1,NA,NA,NA,NA,NA,5608,3,2,7,56001,10031999,0,40,40,1,4,5,NA,NA,NA,NA,5,3,3,2,6,NA,2,1,1,1,3,NA,4,3,2,2,5,NA,1,1,1.16571201406368,5601,199903,199906
"13",3784,"3.1.0 (2012-12-28)",199905600013,1013,12171,1999,0.977541804080773,2,1,2,2,4,2,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,0,2,3,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,8,6,5,2,2,4,3,4,2,2,2,2,1,2,NA,1,9,8,1,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,10,2,1,2,1,7,2,2,1,5,2,5,2,1,2,2,1,3,2,3,1,2,1,2,2,1,1,2,2,2,1,3,4,5,1,2,2,1,1,3,1,4,1,1,0,1,0,1,1,1,0,1,0,0,0,0,NA,4,NA,1,3,3,3,3,1,5,5,5,4,7,3,2,1,4,2,3,2,1,1,1,1,1,2,4,3,2,3,4,3,3,3,3,NA,4,4,2,3,1,1,2,3,6,6,3,3,4,2,2,4,2,3,2,1,1,1,1,1,1,1,10,10,10,10,10,1,1,1,10,1,1,3,1,1,2,1,2,2,2,2,3,3,3,2,NA,5,1,NA,1,4,5601,NA,3,NA,2,1,2,1,1,2,1,3,3,4,4,2,2,3,3,2,1,3,2,2,2,4,2,5,5,4,5,2,5,5,5,2,1948,51,4,3,1,1,2,1,2,3,2,0,0,0,19,8,5,7,2,2,3,NA,NA,NA,NA,NA,0,0,1,1300,13,130,3,NA,2,1,1300,13,130,3,5608,3,1,7,56001,11031999,1,25,85,1,NA,7,NA,NA,NA,1,1,1,NA,1,1,6,1,1,1,1,1,3,1,3,3,3,3,5,2,1,0.719506820974479,5601,199903,199906
"14",3784,"3.1.0 (2012-12-28)",199905600014,1014,12171,1999,1.20521741649265,2,1,1,1,2,2,2,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,3,NA,NA,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,10,0,4,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,8,8,5,5,5,4,3,4,1,2,1,2,2,2,NA,1,1,8,2,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,10,2,10,1,1,1,1,2,7,5,1,3,1,1,3,2,1,3,3,3,1,2,1,3,3,1,3,1,2,2,2,1,5,5,1,4,4,1,4,3,1,3,1,2,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,3,1,1,4,2,3,4,3,6,6,4,2,3,1,2,3,1,3,1,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,1,1,1,2,7,4,4,3,4,1,1,4,3,4,2,2,5,1,3,8,6,2,9,6,9,9,4,1,2,4,5,4,5,7,6,6,3,2,2,3,3,2,2,2,2,2,3,1,5,NA,1,2,5609,NA,3,1,4,1,2,1,1,4,1,2,3,3,3,3,2,3,3,2,1,1,2,2,2,2,2,1,1,3,2,2,2,2,2,1,1959,40,3,2,1,1,2,1,2,1,3,0,0,0,23,10,7,10,3,2,1,1,3,2,305,7,NA,NA,NA,4100,41,410,4,NA,1,NA,NA,NA,NA,NA,5606,2,1,7,56001,18031999,0,50,50,1,4,6,NA,NA,NA,1,3,3,3,3,5,6,2,3,3,2,3,3,3,3,3,3,4,5,1,1,0.887084468719098,5601,199903,199906
"15",3784,"3.1.0 (2012-12-28)",199905600015,1015,12171,1999,2.05251341711083,1,1,1,2,2,2,2,3,3,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,NA,4,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,9,0,2,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,2,NA,NA,5,1,2,2,2,4,1,2,1,2,2,1,1,2,NA,8,3,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,4,2,3,2,2,5,2,2,6,5,1,4,1,1,2,1,1,3,1,2,1,1,1,1,1,1,2,2,1,2,2,2,4,2,2,2,2,3,2,3,3,3,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,2,2,3,3,1,8,3,3,3,2,9,3,1,4,2,1,2,3,1,3,1,3,1,2,2,3,2,3,3,2,3,3,2,2,2,2,3,1,1,2,2,4,4,3,2,4,1,2,3,3,3,2,1,5,1,1,5,1,2,4,4,4,7,1,2,3,4,2,4,7,7,4,1,2,2,2,3,1,2,2,3,3,1,2,1,2,5,1,2,5602,NA,3,1,5,2,4,1,4,2,1,2,3,4,4,4,3,3,4,4,1,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1977,22,1,1,1,2,1,5,NA,0,4,1,0,0,24,10,8,12,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2400,24,240,3,5609,3,1,7,56001,18031999,0,50,50,2,NA,5,NA,NA,NA,1,3,4,4,3,5,6,1,2,2,2,3,3,3,4,4,3,3,5,2,1,1.51072557468944,5601,199903,199906
"16",3784,"3.1.0 (2012-12-28)",199905600016,1031,12190,1999,1.58376848147609,2,1,1,1,2,4,2,2,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,3,2,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8,8,0,4,2,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,8,8,4,4,2,2,5,5,1,3,2,2,2,2,NA,1,NA,8,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,NA,2,1,2,1,7,4,2,1,5,1,5,1,1,2,3,1,3,1,3,1,3,1,1,2,1,2,1,1,2,1,1,5,4,1,3,3,1,2,1,2,4,2,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,3,1,3,3,1,3,3,5,3,3,7,3,4,2,3,3,2,1,1,2,1,1,NA,3,3,2,2,2,2,2,3,2,2,2,3,2,2,1,1,2,2,5,3,2,3,4,1,1,3,3,3,2,1,1,3,7,3,1,1,10,5,5,5,1,5,7,1,1,6,1,1,1,7,3,2,2,3,1,3,2,3,4,3,3,3,1,2,1,2,5604,NA,3,2,3,1,1,1,4,2,1,1,3,3,4,4,3,3,3,2,1,2,2,3,2,1,1,4,4,1,NA,NA,NA,NA,NA,1,1971,28,2,1,1,2,1,5,NA,0,2,0,0,0,24,10,6,8,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,3400,34,340,6,NA,1,NA,NA,NA,NA,NA,5607,3,2,7,56001,25031999,1,0,60,1,4,2,2,NA,NA,1,4,4,5,2,5,6,2,1,3,1,3,3,3,2,4,1,4,5,1,1,1.16571201406368,5601,199903,199906
"17",3784,"3.1.0 (2012-12-28)",199905600017,1032,12190,1999,2.00941292677315,1,NA,1,1,3,1,2,1,2,3,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,NA,1,NA,NA,1,NA,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,5,1,0,1,3,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,2,NA,NA,1,5,5,2,5,3,1,1,3,2,1,1,9,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,5,1,10,1,1,1,1,2,1,5,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,5,4,1,2,3,NA,2,1,1,3,2,1,1,0,0,1,0,1,0,0,1,0,0,1,NA,3,0,1,1,3,3,3,2,4,8,8,3,NA,6,10,1,4,2,3,2,1,1,1,1,1,NA,1,4,1,1,2,2,4,3,1,3,4,2,1,2,1,1,1,4,NA,5,4,2,4,1,1,4,4,4,1,1,7,1,1,1,1,1,10,5,5,3,3,3,1,10,1,1,1,1,1,1,4,1,2,3,3,2,2,2,2,2,2,2,1,3,1,4,NA,NA,2,1,3,1,1,1,1,5,NA,1,1,4,3,2,1,1,2,2,NA,1,2,2,2,1,2,2,1,3,3,3,2,4,5,2,1925,74,6,3,2,NA,2,5,NA,0,1,0,0,0,22,10,7,10,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1200,12,120,4,NA,1,NA,NA,NA,NA,NA,5603,1,1,7,56001,15031999,1,20,80,1,NA,3,NA,NA,NA,1,3,6,6,3,6,6,1,3,3,2,3,3,2,5,5,3,5,5,1,1,1.4790020241918,5601,199903,199906
"18",3784,"3.1.0 (2012-12-28)",199905600018,1033,12190,1999,1.11335301274722,2,1,1,1,2,3,3,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,2,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,7,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2,NA,NA,1,4,5,2,5,1,1,2,1,1,1,2,NA,1,1,4,2,1,0,0,1,0,0,1,0,NA,0,0,0,1,1,0,1,3,5,2,2,6,4,1,6,3,1,3,5,1,1,2,1,3,2,3,1,1,1,2,1,1,1,2,1,2,1,1,5,5,2,4,4,1,1,1,1,2,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,3,0,1,3,2,3,3,2,5,5,2,4,8,3,10,1,4,2,1,1,3,1,1,1,1,3,3,4,2,3,3,3,4,3,2,3,3,4,1,3,2,4,3,4,3,NA,3,3,4,4,4,NA,1,1,3,1,1,1,1,3,3,NA,8,8,8,10,4,1,1,1,5,NA,1,1,1,1,4,4,4,4,2,3,3,4,4,3,4,1,3,5,1,3,5601,NA,3,1,3,1,3,2,5,1,1,1,4,4,5,2,2,3,3,2,1,2,2,3,2,3,2,3,4,2,NA,NA,NA,NA,NA,2,1961,38,3,2,1,2,1,5,NA,3,2,2,2,1,14,3,3,3,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,8200,82,820,9,NA,2,1,8200,82,820,9,5604,2,4,7,56001,29031999,1,20,80,2,NA,7,NA,NA,NA,NA,6,6,6,6,6,NA,1,2,3,2,3,NA,3,3,3,3,5,NA,2,1,0.819468879468935,5601,199903,199906
"19",3784,"3.1.0 (2012-12-28)",199905600019,1034,12190,1999,1.5405894100323,2,1,2,2,4,1,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,3,4,NA,3,NA,1,1,0,1,0,0,1,0,0,0,1,0,1,1,2,8,10,0,2,4,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,2,NA,NA,4,1,1,2,4,2,1,1,1,1,2,1,1,2,NA,3,2,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,10,1,1,1,1,1,10,4,1,4,4,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,2,2,2,5,1,4,1,1,1,1,3,1,2,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,3,1,3,3,3,3,3,2,3,10,NA,1,1,10,6,1,4,2,1,1,2,2,1,2,1,2,1,4,2,4,2,1,3,4,1,3,4,4,2,1,1,1,2,2,8,8,1,2,4,2,2,2,1,1,3,1,1,1,1,4,1,1,10,4,5,4,1,1,1,1,1,5,1,1,NA,1,3,2,NA,2,3,2,2,2,2,3,NA,3,2,5,1,1,5605,NA,3,2,1,1,1,4,1,2,1,3,4,4,5,2,3,2,3,3,1,2,3,2,1,NA,NA,NA,NA,NA,3,2,1,5,2,2,1937,62,5,3,1,2,1,2,1,9,1,0,0,0,14,3,2,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,2,NA,NA,NA,NA,NA,5602,1,4,7,56001,12031999,1,30,90,1,NA,5,NA,NA,NA,NA,6,5,6,2,1,NA,3,3,2,2,1,NA,5,4,4,4,1,NA,2,1,1.13393062497376,5601,199903,199906
"20",3784,"3.1.0 (2012-12-28)",199905600020,1035,12190,1999,1.11335301274722,1,1,3,2,4,4,3,2,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,3,NA,4,1,1,1,1,0,1,0,1,0,0,1,0,0,1,2,4,2,0,2,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,7,2,2,1,1,2,2,3,2,1,1,1,2,2,NA,2,NA,8,8,0,0,0,2,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,3,1,2,2,7,4,1,2,NA,NA,NA,NA,1,1,2,1,3,1,3,1,1,1,2,1,1,1,3,1,2,1,1,5,4,3,1,2,3,3,1,2,1,2,1,1,0,0,1,0,1,1,1,0,0,0,0,1,4,0,1,3,1,3,3,1,NA,7,5,7,5,7,8,1,3,1,2,1,2,1,1,1,1,NA,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,1,1,2,2,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,1,1,5,5,1,5,5,5,5,NA,1,3,5,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,1,3,5,1,2,NA,NA,4,2,1,1,1,4,2,1,1,4,4,4,4,4,3,3,5,3,1,2,1,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1955,44,3,2,1,1,2,1,2,2,3,0,0,0,16,5,4,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,5200,52,520,5,NA,2,1,9100,91,910,9,5607,3,4,7,56001,28031999,1,35,95,2,5,1,NA,NA,NA,NA,5,2,5,1,6,NA,3,NA,NA,NA,3,NA,4,2,2,2,5,NA,2,1,0.819468879468935,5601,199903,199906
"21",3784,"3.1.0 (2012-12-28)",199905600021,1036,12190,1999,0.977541804080773,2,1,1,1,2,3,2,3,3,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,3,NA,NA,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,7,0,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,2,NA,NA,4,3,2,4,3,4,1,2,3,2,2,2,NA,1,1,8,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,10,2,1,2,1,7,3,1,6,5,2,4,2,1,3,3,1,3,2,3,1,1,2,2,2,1,3,1,1,2,1,1,4,4,2,2,4,3,2,1,2,2,1,3,0,1,0,1,1,1,0,1,0,0,0,0,1,2,0,1,3,1,2,3,3,3,7,9,7,7,4,9,4,2,3,1,1,3,1,2,3,1,1,4,4,2,2,3,3,2,3,2,3,3,3,2,2,1,1,2,3,4,3,4,3,4,2,1,3,3,3,2,4,4,1,8,3,7,1,9,7,6,7,4,2,2,6,7,8,2,4,1,2,3,2,2,3,2,3,3,3,3,2,3,5,1,3,1,3,5601,NA,3,NA,2,1,2,1,3,2,1,3,3,4,3,2,3,2,3,3,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1947,52,4,3,2,NA,1,4,1,2,1,0,0,0,NA,NA,5,7,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,5100,51,510,NA,6,1,NA,NA,NA,NA,NA,5601,1,2,7,56001,15031999,1,10,70,2,NA,2,2,NA,NA,NA,2,3,4,3,5,NA,1,1,2,2,3,NA,2,3,4,3,4,NA,2,1,0.719506820974479,5601,199903,199906
"22",3784,"3.1.0 (2012-12-28)",199905600022,1037,12190,1999,1.32376462127493,2,1,2,2,2,2,2,2,4,3,3,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,3,1,NA,NA,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,3,3,0,3,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2,NA,NA,4,1,3,2,4,4,1,3,2,2,2,2,NA,1,1,7,2,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,8,2,8,1,1,2,1,2,5,4,3,2,1,1,1,2,1,2,1,3,1,3,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,3,1,2,2,3,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,2,2,2,NA,7,7,7,8,7,9,2,4,3,1,1,3,1,3,3,1,1,2,3,3,3,4,4,4,3,2,3,3,3,2,3,1,1,1,3,5,4,2,2,4,2,2,3,3,3,3,3,4,1,3,4,3,2,10,3,6,7,5,4,2,9,1,1,2,8,8,2,4,2,2,3,3,3,3,3,2,3,4,1,5,3,1,3,5609,NA,2,2,2,1,1,1,2,2,1,3,2,3,3,2,3,3,3,2,1,2,2,3,2,3,3,2,3,2,NA,NA,NA,NA,NA,1,1945,54,4,3,1,2,1,5,NA,1,1,0,0,0,18,7,5,7,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,7200,72,720,7,NA,1,NA,NA,NA,NA,NA,5602,1,3,7,56001,13031999,1,40,100,1,NA,3,NA,NA,NA,1,3,6,6,5,6,5,1,3,3,2,3,2,2,5,5,5,4,4,1,1,0.974339583633104,5601,199903,199906
"23",3784,"3.1.0 (2012-12-28)",199905600023,1038,12190,1999,1.11335301274722,1,1,2,1,2,3,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,NA,1,4,NA,NA,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,5,5,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7,5,4,4,3,4,3,3,1,1,2,2,2,2,NA,2,NA,8,3,0,0,1,1,1,1,1,1,0,NA,0,0,1,0,0,8,2,3,1,1,7,3,2,3,5,1,5,5,1,2,2,1,2,2,3,1,3,2,2,3,1,3,1,1,2,2,NA,4,5,2,3,3,2,3,2,2,2,1,NA,1,0,1,1,1,0,0,0,0,1,0,0,1,3,1,1,3,2,3,3,1,4,7,7,7,7,6,8,4,1,2,1,3,1,1,3,3,1,2,3,2,3,3,3,3,3,3,2,3,3,3,2,4,1,1,1,3,4,4,4,3,4,2,1,2,2,2,2,2,9,NA,9,5,3,5,10,8,8,9,3,3,2,9,2,4,5,6,5,4,2,1,1,2,2,2,2,2,2,1,2,3,4,5,1,2,5601,NA,1,2,2,2,2,2,3,3,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,2,1959,40,3,2,1,2,2,3,NA,2,3,1,0,0,18,7,6,8,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,4100,41,410,5,NA,1,NA,NA,NA,NA,NA,5607,3,2,7,56001,17031999,1,20,80,2,3,3,NA,NA,NA,1,3,2,2,2,3,4,3,2,2,2,2,3,3,3,3,3,3,3,2,1,0.819468879468935,5601,199903,199906
"24",3784,"3.1.0 (2012-12-28)",199905600024,1039,12190,1999,0.977541804080773,1,1,2,2,4,2,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,9,10,0,3,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9,4,4,3,3,5,3,4,1,1,1,1,2,1,1,2,NA,6,3,0,0,1,1,NA,NA,NA,NA,1,NA,0,0,0,1,0,2,1,4,1,1,5,3,2,1,5,1,5,1,1,2,3,1,3,2,3,1,2,2,2,1,2,2,2,1,2,2,1,4,4,3,1,2,NA,2,4,2,2,2,3,1,0,0,1,0,1,0,0,0,0,0,1,0,4,0,2,3,3,3,3,2,NA,5,6,9,7,9,8,4,1,2,3,3,3,1,1,1,1,3,2,3,2,3,NA,3,2,2,2,2,NA,4,3,4,NA,NA,4,NA,5,NA,NA,2,4,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,1,10,1,5,8,1,1,1,NA,1,5,1,1,1,1,3,3,2,3,2,NA,3,3,4,2,NA,3,1,5,1,2,5601,NA,2,2,3,1,2,4,2,2,1,3,5,5,5,3,4,4,4,4,1,2,2,3,2,5,2,5,5,5,NA,NA,NA,NA,NA,2,1954,45,4,2,1,1,2,1,2,1,2,1,0,0,18,7,5,6,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,4100,41,410,5,NA,2,1,8300,83,830,7,5608,3,2,7,56001,13031999,1,45,105,2,4,3,NA,NA,NA,NA,6,6,6,2,5,NA,3,3,3,1,2,NA,4,4,4,3,3,NA,2,1,0.719506820974479,5601,199903,199906
